aircraftType_iataMain;aircraftType_iataSub;route;codeshares;flightStates;eu;visa;flightDirection;flightName;flightNumber;gate;pier;id;isOperationalFlight;mainFlight;prefixIATA;prefixICAO;airlineCode;aircraftRegistration;serviceType;terminal;estimatedLandingTime;lastUpdatedAt;actualLandingTime;scheduleDateTime;actualOffBlockTime;expectedTimeBoarding;expectedTimeGateClosing;expectedTimeGateOpen;expectedTimeOnBelt;expectedSecurityFilter;publicEstimatedOffBlockTime
EMJ;E90;AAL;codeshares;DEP;S;False;D;KL1285;1285;B28;B;143576111731940339;True;KL1285;KL;KLM;100;DAMWO;J;1.0;;2025-11-05 11:42:32.176000+00:00;;2025-11-05 11:25:00+00:00;2025-11-05 11:32:18+00:00;2025-11-05 11:00:00+00:00;2025-11-05 11:10:00+00:00;2025-11-05 10:55:00+00:00;;;
737;73H;PRG;codeshares;DEP;S;False;D;KL1355;1355;C15;C;143576111731942855;True;KL1355;KL;KLM;100;PHBXD;J;1.0;;2025-11-05 11:41:45.230000+00:00;;2025-11-05 11:25:00+00:00;2025-11-05 11:31:46+00:00;2025-11-05 10:55:00+00:00;2025-11-05 11:10:00+00:00;2025-11-05 10:25:00+00:00;;;
32S;32Q;LHR;codeshares;ARR,EXP;N;False;A;KQ1010;1010;D41;D;143576111750675944;True;KL1004;KQ;KQA;208;PHAXF;J;2.0;2025-11-05 10:56:02+00:00;2025-11-05 12:23:40.093000+00:00;2025-11-05 10:55:57+00:00;2025-11-05 11:25:00+00:00;;;;;2025-11-05 11:50:43.867000+00:00;;
EMJ;E90;AAL;codeshares;DEP;S;False;D;KQ1333;1333;B28;B;143576111750684313;True;KL1285;KQ;KQA;208;DAMWO;J;1.0;;2025-11-05 11:42:32.176000+00:00;;2025-11-05 11:25:00+00:00;2025-11-05 11:32:18+00:00;2025-11-05 11:00:00+00:00;2025-11-05 11:10:00+00:00;2025-11-05 10:55:00+00:00;;;
32S;32Q;LHR;codeshares;ARR,EXP;N;False;A;MF9780;9780;D41;D;143576111987650362;True;KL1004;MF;CXA;1551;PHAXF;J;2.0;2025-11-05 10:56:02+00:00;2025-11-05 12:23:40.093000+00:00;2025-11-05 10:55:57+00:00;2025-11-05 11:25:00+00:00;;;;;2025-11-05 11:50:43.867000+00:00;;
EMJ;E7W;SVG;codeshares;DEP;S;False;D;MH5638;5638;B7;B;143576111994738691;True;KL1177;MH;MAS;5065;PHEXW;J;1.0;;2025-11-05 11:36:48.095000+00:00;;2025-11-05 11:25:00+00:00;2025-11-05 11:28:34+00:00;2025-11-05 11:00:00+00:00;2025-11-05 11:10:00+00:00;2025-11-05 10:55:00+00:00;;;
32S;320;VIE;;DEP;S;False;D;OS314;314;B17;B;143576110216708715;True;OS314;OS;AUA;21;OELZC;J;1.0;;2025-11-05 11:28:03.618000+00:00;;2025-11-05 11:25:00+00:00;2025-11-05 11:15:27+00:00;;;;;;
32S;32Q;LHR;codeshares;ARR,EXP;N;False;A;VS7048;7048;D41;D;143576113284347716;True;KL1004;VS;VIR;181;PHAXF;J;2.0;2025-11-05 10:56:02+00:00;2025-11-05 12:23:40.093000+00:00;2025-11-05 10:55:57+00:00;2025-11-05 11:25:00+00:00;;;;;2025-11-05 11:50:43.867000+00:00;;
32S;32Q;MAN;codeshares;DEP;N;False;D;6E3271;3271;D52;D;143576114757038723;True;KL1033;6E;IGO;5300;PHAXG;J;2.0;;2025-11-05 11:52:52.250000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:43:31+00:00;2025-11-05 11:00:00+00:00;2025-11-05 11:15:00+00:00;2025-11-05 10:30:00+00:00;;;
EMJ;E90;NUE;codeshares;DEP;S;False;D;6E3279;3279;B32;B;143576114757038739;True;KL1843;6E;IGO;5300;DACJJ;J;1.0;;2025-11-05 11:48:23.399000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:33:22+00:00;2025-11-05 11:05:00+00:00;2025-11-05 11:15:00+00:00;2025-11-05 11:00:00+00:00;;;
777;77W;DEL;codeshares;DEP;N;False;D;AF3131;3131;E18;E;143576110322770763;True;KL0871;AF;AFR;80;PHBVC;J;2.0;;2025-11-05 11:46:17.656000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:34:30+00:00;2025-11-05 10:45:00+00:00;2025-11-05 11:15:00+00:00;2025-11-05 10:00:00+00:00;;;
32S;32Q;MAN;codeshares;DEP;N;False;D;AM6200;6200;D52;D;143576110349315449;True;KL1033;AM;AMX;794;PHAXG;J;2.0;;2025-11-05 11:52:52.250000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:43:31+00:00;2025-11-05 11:00:00+00:00;2025-11-05 11:15:00+00:00;2025-11-05 10:30:00+00:00;;;
EMJ;E90;NUE;codeshares;DEP;S;False;D;AM6338;6338;B32;B;143576110349318425;True;KL1843;AM;AMX;794;DACJJ;J;1.0;;2025-11-05 11:48:23.399000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:33:22+00:00;2025-11-05 11:05:00+00:00;2025-11-05 11:15:00+00:00;2025-11-05 11:00:00+00:00;;;
737;73W;HAM;codeshares;ARR;S;False;A;AM6631;6631;C9;C;143576110349326624;True;KL1754;AM;AMX;794;PHBGF;J;2.0;2025-11-05 11:25:19+00:00;2025-11-05 13:00:14.137000+00:00;2025-11-05 11:25:16+00:00;2025-11-05 11:30:00+00:00;;;;;2025-11-05 12:29:12.928000+00:00;;
32S;32Q;MAN;codeshares;DEP;N;False;D;BT6013;6013;D52;D;143576110514236221;True;KL1033;BT;BTI;419;PHAXG;J;2.0;;2025-11-05 11:52:52.250000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:43:31+00:00;2025-11-05 11:00:00+00:00;2025-11-05 11:15:00+00:00;2025-11-05 10:30:00+00:00;;;
32S;32Q;MAN;codeshares;DEP;N;False;D;CI9493;9493;D52;D;143576110612008055;True;KL1033;CI;CAL;44;PHAXG;J;2.0;;2025-11-05 11:52:52.250000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:43:31+00:00;2025-11-05 11:00:00+00:00;2025-11-05 11:15:00+00:00;2025-11-05 10:30:00+00:00;;;
350;351;HKG;;DEP;N;False;D;CX270;270;G3;G;143576110172233079;True;CX270;CX;CPA;4826;BLXO;J;3.0;;2025-11-05 11:43:13.194000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:27:42+00:00;;;;;;
737;73H;ATH;codeshares;DEP;S;False;D;DL9185;9185;D78;D;143576110761932651;True;KL1955;DL;DAL;58;PHBXA;J;1.0;;2025-11-05 11:54:57.433000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:44:30+00:00;2025-11-05 11:00:00+00:00;2025-11-05 11:15:00+00:00;2025-11-05 10:30:00+00:00;;;
EMJ;E90;NUE;codeshares;DEP;S;False;D;DL9342;9342;B32;B;143576110761937825;True;KL1843;DL;DAL;58;DACJJ;J;1.0;;2025-11-05 11:48:23.399000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:33:22+00:00;2025-11-05 11:05:00+00:00;2025-11-05 11:15:00+00:00;2025-11-05 11:00:00+00:00;;;
32S;32Q;MAN;codeshares;DEP;N;False;D;DL9364;9364;D52;D;143576110761937977;True;KL1033;DL;DAL;58;PHAXG;J;2.0;;2025-11-05 11:52:52.250000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:43:31+00:00;2025-11-05 11:00:00+00:00;2025-11-05 11:15:00+00:00;2025-11-05 10:30:00+00:00;;;
EMJ;E90;DUS;codeshares;ARR;S;False;A;DL9497;9497;B24;B;143576110761940942;True;KL1800;DL;DAL;58;PHEZP;J;2.0;2025-11-05 11:34:51+00:00;2025-11-05 14:15:25.169000+00:00;2025-11-05 11:34:44+00:00;2025-11-05 11:30:00+00:00;;;;;2025-11-05 12:16:25.717000+00:00;;
737;73W;HAM;codeshares;ARR;S;False;A;DL9541;9541;C9;C;143576110761943298;True;KL1754;DL;DAL;58;PHBGF;J;2.0;2025-11-05 11:25:19+00:00;2025-11-05 13:00:14.137000+00:00;2025-11-05 11:25:16+00:00;2025-11-05 11:30:00+00:00;;;;;2025-11-05 12:29:12.928000+00:00;;
777;77W;DEL;codeshares;DEP;N;False;D;DL9574;9574;E18;E;143576110761943527;True;KL0871;DL;DAL;58;PHBVC;J;2.0;;2025-11-05 11:46:17.656000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:34:30+00:00;2025-11-05 10:45:00+00:00;2025-11-05 11:15:00+00:00;2025-11-05 10:00:00+00:00;;;
32S;32Q;MAN;codeshares;DEP;N;False;D;GA9018;9018;D52;D;143576111136761601;True;KL1033;GA;GIA;85;PHAXG;J;2.0;;2025-11-05 11:52:52.250000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:43:31+00:00;2025-11-05 11:00:00+00:00;2025-11-05 11:15:00+00:00;2025-11-05 10:30:00+00:00;;;
737;73W;HAM;codeshares;ARR;S;False;A;KE6436;6436;C9;C;143576111706213722;True;KL1754;KE;KAL;105;PHBGF;J;2.0;2025-11-05 11:25:19+00:00;2025-11-05 13:00:14.137000+00:00;2025-11-05 11:25:16+00:00;2025-11-05 11:30:00+00:00;;;;;2025-11-05 12:29:12.928000+00:00;;
777;77W;DEL;codeshares;DEP;N;False;D;KL0871;871;E18;E;143576111731855379;True;KL0871;KL;KLM;100;PHBVC;J;2.0;;2025-11-05 11:46:17.656000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:34:30+00:00;2025-11-05 10:45:00+00:00;2025-11-05 11:15:00+00:00;2025-11-05 10:00:00+00:00;;;
32S;32Q;MAN;codeshares;DEP;N;False;D;KL1033;1033;D52;D;143576111731934489;True;KL1033;KL;KLM;100;PHAXG;J;2.0;;2025-11-05 11:52:52.250000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:43:31+00:00;2025-11-05 11:00:00+00:00;2025-11-05 11:15:00+00:00;2025-11-05 10:30:00+00:00;;;
737;73W;HAM;codeshares;ARR;S;False;A;KL1754;1754;C9;C;143576111731953804;True;KL1754;KL;KLM;100;PHBGF;J;2.0;2025-11-05 11:25:19+00:00;2025-11-05 13:00:14.137000+00:00;2025-11-05 11:25:16+00:00;2025-11-05 11:30:00+00:00;;;;;2025-11-05 12:29:12.928000+00:00;;
EMJ;E90;DUS;codeshares;ARR;S;False;A;KL1800;1800;B24;B;143576111731956164;True;KL1800;KL;KLM;100;PHEZP;J;2.0;2025-11-05 11:34:51+00:00;2025-11-05 14:15:25.169000+00:00;2025-11-05 11:34:44+00:00;2025-11-05 11:30:00+00:00;;;;;2025-11-05 12:16:25.717000+00:00;;
EMJ;E90;NUE;codeshares;DEP;S;False;D;KL1843;1843;B32;B;143576111731956467;True;KL1843;KL;KLM;100;DACJJ;J;1.0;;2025-11-05 11:48:23.399000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:33:22+00:00;2025-11-05 11:05:00+00:00;2025-11-05 11:15:00+00:00;2025-11-05 11:00:00+00:00;;;
737;73H;ATH;codeshares;DEP;S;False;D;KL1955;1955;D78;D;143576111731959283;True;KL1955;KL;KLM;100;PHBXA;J;1.0;;2025-11-05 11:54:57.433000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:44:30+00:00;2025-11-05 11:00:00+00:00;2025-11-05 11:15:00+00:00;2025-11-05 10:30:00+00:00;;;
737;73H;ATH;codeshares;DEP;S;False;D;KQ1575;1575;D78;D;143576111750690089;True;KL1955;KQ;KQA;208;PHBXA;J;1.0;;2025-11-05 11:54:57.433000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:44:30+00:00;2025-11-05 11:00:00+00:00;2025-11-05 11:15:00+00:00;2025-11-05 10:30:00+00:00;;;
737;73W;HAM;codeshares;ARR;S;False;A;KQ1778;1778;C9;C;143576111750695570;True;KL1754;KQ;KQA;208;PHBGF;J;2.0;2025-11-05 11:25:19+00:00;2025-11-05 13:00:14.137000+00:00;2025-11-05 11:25:16+00:00;2025-11-05 11:30:00+00:00;;;;;2025-11-05 12:29:12.928000+00:00;;
EMJ;E90;DUS;codeshares;ARR;S;False;A;KQ1858;1858;B24;B;143576111750698160;True;KL1800;KQ;KQA;208;PHEZP;J;2.0;2025-11-05 11:34:51+00:00;2025-11-05 14:15:25.169000+00:00;2025-11-05 11:34:44+00:00;2025-11-05 11:30:00+00:00;;;;;2025-11-05 12:16:25.717000+00:00;;
737;73H;ATH;codeshares;DEP;S;False;D;MF9313;9313;D78;D;143576111987638899;True;KL1955;MF;CXA;1551;PHBXA;J;1.0;;2025-11-05 11:54:57.433000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:44:30+00:00;2025-11-05 11:00:00+00:00;2025-11-05 11:15:00+00:00;2025-11-05 10:30:00+00:00;;;
EMJ;E90;DUS;codeshares;ARR;S;False;A;MF9388;9388;B24;B;143576111987639426;True;KL1800;MF;CXA;1551;PHEZP;J;2.0;2025-11-05 11:34:51+00:00;2025-11-05 14:15:25.169000+00:00;2025-11-05 11:34:44+00:00;2025-11-05 11:30:00+00:00;;;;;2025-11-05 12:16:25.717000+00:00;;
32S;32Q;MAN;codeshares;DEP;N;False;D;MF9664;9664;D52;D;143576111987647485;True;KL1033;MF;CXA;1551;PHAXG;J;2.0;;2025-11-05 11:52:52.250000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:43:31+00:00;2025-11-05 11:00:00+00:00;2025-11-05 11:15:00+00:00;2025-11-05 10:30:00+00:00;;;
EMJ;E90;DUS;codeshares;ARR;S;False;A;MU1580;1580;B24;B;143576112043059268;True;KL1800;MU;CES;1294;PHEZP;J;2.0;2025-11-05 11:34:51+00:00;2025-11-05 14:15:25.169000+00:00;2025-11-05 11:34:44+00:00;2025-11-05 11:30:00+00:00;;;;;2025-11-05 12:16:25.717000+00:00;;
737;73W;HAM;codeshares;ARR;S;False;A;MU1608;1608;C9;C;143576112043061430;True;KL1754;MU;CES;1294;PHBGF;J;2.0;2025-11-05 11:25:19+00:00;2025-11-05 13:00:14.137000+00:00;2025-11-05 11:25:16+00:00;2025-11-05 11:30:00+00:00;;;;;2025-11-05 12:29:12.928000+00:00;;
EMJ;E90;NUE;codeshares;DEP;S;False;D;SK6702;6702;B32;B;143576112838214951;True;KL1843;SK;SAS;150;DACJJ;J;1.0;;2025-11-05 11:48:23.399000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:33:22+00:00;2025-11-05 11:05:00+00:00;2025-11-05 11:15:00+00:00;2025-11-05 11:00:00+00:00;;;
737;73W;HAM;codeshares;ARR;S;False;A;SV6306;6306;C9;C;143576112879435548;True;KL1754;SV;SVA;151;PHBGF;J;2.0;2025-11-05 11:25:19+00:00;2025-11-05 13:00:14.137000+00:00;2025-11-05 11:25:16+00:00;2025-11-05 11:30:00+00:00;;;;;2025-11-05 12:29:12.928000+00:00;;
32S;32Q;MAN;codeshares;DEP;N;False;D;VS7079;7079;D52;D;143576113284347941;True;KL1033;VS;VIR;181;PHAXG;J;2.0;;2025-11-05 11:52:52.250000+00:00;;2025-11-05 11:30:00+00:00;2025-11-05 11:43:31+00:00;2025-11-05 11:00:00+00:00;2025-11-05 11:15:00+00:00;2025-11-05 10:30:00+00:00;;;
EMJ;E7W;BHX;codeshares;DEP;N;False;D;6E3216;3216;D6;D;143576114757038289;True;KL1045;6E;IGO;5300;PHEXM;J;2.0;;2025-11-05 12:01:11.052000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:51:27+00:00;2025-11-05 11:13:00+00:00;2025-11-05 11:23:00+00:00;2025-11-05 11:08:00+00:00;;;2025-11-05 11:38:00+00:00
EMJ;E7W;FRA;codeshares;DEP;S;False;D;6E3241;3241;B3;B;143576114757038501;True;KL1819;6E;IGO;5300;PHEXP;J;1.0;;2025-11-05 11:58:10.274000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:48:14+00:00;2025-11-05 11:10:00+00:00;2025-11-05 11:20:00+00:00;2025-11-05 11:05:00+00:00;;;
737;73H;LIS;codeshares;DEP;S;False;D;6E3264;3264;D86;D;143576114757038655;True;KL1583;6E;IGO;5300;PHBCB;J;1.0;;2025-11-05 13:04:11.935000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 12:50:47+00:00;2025-11-05 11:09:00+00:00;2025-11-05 11:24:00+00:00;2025-11-05 10:39:00+00:00;;;2025-11-05 11:39:00+00:00
787;789;ORD;codeshares;DEP;N;False;D;AF3159;3159;D53;D;143576110322770927;True;KL0611;AF;AFR;80;PHBHC;J;2.0;;2025-11-05 11:59:05.349000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:47:10+00:00;2025-11-05 10:50:00+00:00;2025-11-05 11:20:00+00:00;2025-11-05 10:05:00+00:00;;;
330;333;TPA;codeshares;DEP;N;False;D;AF3588;3588;F4;F;143576110322782099;True;DL0237;AF;AFR;80;N819NW;J;2.0;;2025-11-05 11:57:20.473000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:43:13+00:00;;2025-11-05 11:15:00+00:00;2025-11-05 10:05:00+00:00;;;
EMJ;E7W;FRA;codeshares;DEP;S;False;D;AM6255;6255;B3;B;143576110349315829;True;KL1819;AM;AMX;794;PHEXP;J;1.0;;2025-11-05 11:58:10.274000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:48:14+00:00;2025-11-05 11:10:00+00:00;2025-11-05 11:20:00+00:00;2025-11-05 11:05:00+00:00;;;
737;73H;LIS;codeshares;DEP;S;False;D;AM6266;6266;D86;D;143576110349315905;True;KL1583;AM;AMX;794;PHBCB;J;1.0;;2025-11-05 13:04:11.935000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 12:50:47+00:00;2025-11-05 11:09:00+00:00;2025-11-05 11:24:00+00:00;2025-11-05 10:39:00+00:00;;;2025-11-05 11:39:00+00:00
EMJ;E7W;BHX;codeshares;DEP;N;False;D;BT6029;6029;D6;D;143576110514236307;True;KL1045;BT;BTI;419;PHEXM;J;2.0;;2025-11-05 12:01:11.052000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:51:27+00:00;2025-11-05 11:13:00+00:00;2025-11-05 11:23:00+00:00;2025-11-05 11:08:00+00:00;;;2025-11-05 11:38:00+00:00
77F;77X;CAN;;SCH,DEL;N;False;D;CZ2576;2576;;;143576110675022983;True;CZ2576;CZ;CSN;43;B223G;F;;;2025-11-05 12:22:46.639000+00:00;;2025-11-05 11:35:00+00:00;;;;;;;2025-11-06 11:00:00+00:00
330;333;TPA;codeshares;DEP;N;False;D;DL0237;237;F4;F;143576110761023269;True;DL0237;DL;DAL;58;N819NW;J;2.0;;2025-11-05 11:57:20.473000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:43:13+00:00;;2025-11-05 11:15:00+00:00;2025-11-05 10:05:00+00:00;;;
EMJ;E7W;BHX;codeshares;DEP;N;False;D;DL9193;9193;D6;D;143576110761932721;True;KL1045;DL;DAL;58;PHEXM;J;2.0;;2025-11-05 12:01:11.052000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:51:27+00:00;2025-11-05 11:13:00+00:00;2025-11-05 11:23:00+00:00;2025-11-05 11:08:00+00:00;;;2025-11-05 11:38:00+00:00
EMJ;E7W;FRA;codeshares;DEP;S;False;D;DL9236;9236;B3;B;143576110761935021;True;KL1819;DL;DAL;58;PHEXP;J;1.0;;2025-11-05 11:58:10.274000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:48:14+00:00;2025-11-05 11:10:00+00:00;2025-11-05 11:20:00+00:00;2025-11-05 11:05:00+00:00;;;
787;789;ORD;codeshares;DEP;N;False;D;DL9382;9382;D53;D;143576110761938121;True;KL0611;DL;DAL;58;PHBHC;J;2.0;;2025-11-05 11:59:05.349000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:47:10+00:00;2025-11-05 10:50:00+00:00;2025-11-05 11:20:00+00:00;2025-11-05 10:05:00+00:00;;;
EMJ;295;BGO;codeshares;ARR;S;False;A;DL9466;9466;A4;A;143576110761940718;True;KL1164;DL;DAL;58;PHNXC;J;2.0;2025-11-05 11:31:33+00:00;2025-11-05 14:11:36.162000+00:00;2025-11-05 11:31:15+00:00;2025-11-05 11:35:00+00:00;;;;;2025-11-05 12:16:36.704000+00:00;;
737;73H;LIS;codeshares;DEP;S;False;D;DL9576;9576;D86;D;143576110761943531;True;KL1583;DL;DAL;58;PHBCB;J;1.0;;2025-11-05 13:04:11.935000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 12:50:47+00:00;2025-11-05 11:09:00+00:00;2025-11-05 11:24:00+00:00;2025-11-05 10:39:00+00:00;;;2025-11-05 11:39:00+00:00
32S;319;LTN;;ARR;N;False;A;EZY2515;2515;H2;H;143576139518360326;True;EZY2515;U2;EZY;64;GEZFW;J;3.0;2025-11-05 11:33:12+00:00;2025-11-05 13:06:49.131000+00:00;2025-11-05 11:32:54+00:00;2025-11-05 11:35:00+00:00;;;;;2025-11-05 12:34:15.891000+00:00;;
737;7M8;DUB;;DEP;E;False;D;FR421;421;H3;H;143576110182875317;True;FR421;FR;RYR;234;EIIJE;J;3.0;;2025-11-05 11:44:04.029000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:32:17+00:00;;;;;;2025-11-05 11:35:00+00:00
EMJ;E7W;FRA;codeshares;DEP;S;False;D;GA9084;9084;B3;B;143576111136762111;True;KL1819;GA;GIA;85;PHEXP;J;1.0;;2025-11-05 11:58:10.274000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:48:14+00:00;2025-11-05 11:10:00+00:00;2025-11-05 11:20:00+00:00;2025-11-05 11:05:00+00:00;;;
32S;32Q;BCN;codeshares;ARR,EXP;S;False;A;HV5132;5132;C11;C;143576111353761926;True;HV5132;HV;TRA;164;PHYHS;J;1.0;2025-11-05 11:16:11+00:00;2025-11-05 12:54:48.083000+00:00;2025-11-05 11:15:59+00:00;2025-11-05 11:35:00+00:00;;;;;2025-11-05 11:51:02+00:00;;
737;73H;VLC;codeshares;ARR;S;False;A;HV6332;6332;C13;C;143576111353868708;True;HV6332;HV;TRA;164;PHHXD;J;1.0;2025-11-05 11:27:00+00:00;2025-11-05 13:01:15.136000+00:00;2025-11-05 11:26:39+00:00;2025-11-05 11:35:00+00:00;;;;;2025-11-05 11:58:39+00:00;;
787;789;ORD;codeshares;DEP;N;False;D;KL0611;611;D53;D;143576111731849459;True;KL0611;KL;KLM;100;PHBHC;J;2.0;;2025-11-05 11:59:05.349000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:47:10+00:00;2025-11-05 10:50:00+00:00;2025-11-05 11:20:00+00:00;2025-11-05 10:05:00+00:00;;;
EMJ;E7W;BHX;codeshares;DEP;N;False;D;KL1045;1045;D6;D;143576111731934567;True;KL1045;KL;KLM;100;PHEXM;J;2.0;;2025-11-05 12:01:11.052000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:51:27+00:00;2025-11-05 11:13:00+00:00;2025-11-05 11:23:00+00:00;2025-11-05 11:08:00+00:00;;;2025-11-05 11:38:00+00:00
EMJ;295;BGO;codeshares;ARR;S;False;A;KL1164;1164;A4;A;143576111731937450;True;KL1164;KL;KLM;100;PHNXC;J;2.0;2025-11-05 11:31:33+00:00;2025-11-05 14:11:36.162000+00:00;2025-11-05 11:31:15+00:00;2025-11-05 11:35:00+00:00;;;;;2025-11-05 12:16:36.704000+00:00;;
737;73H;LIS;codeshares;DEP;S;False;D;KL1583;1583;D86;D;143576111731948549;True;KL1583;KL;KLM;100;PHBCB;J;1.0;;2025-11-05 13:04:11.935000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 12:50:47+00:00;2025-11-05 11:09:00+00:00;2025-11-05 11:24:00+00:00;2025-11-05 10:39:00+00:00;;;2025-11-05 11:39:00+00:00
EMJ;E7W;FRA;codeshares;DEP;S;False;D;KL1819;1819;B3;B;143576111731956257;True;KL1819;KL;KLM;100;PHEXP;J;1.0;;2025-11-05 11:58:10.274000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:48:14+00:00;2025-11-05 11:10:00+00:00;2025-11-05 11:20:00+00:00;2025-11-05 11:05:00+00:00;;;
737;73H;VLC;codeshares;ARR;S;False;A;KL2658;2658;C13;C;143576111732052380;True;HV6332;KL;KLM;100;PHHXD;J;1.0;2025-11-05 11:27:00+00:00;2025-11-05 13:01:15.136000+00:00;2025-11-05 11:26:39+00:00;2025-11-05 11:35:00+00:00;;;;;2025-11-05 11:58:39+00:00;;
32S;32Q;BCN;codeshares;ARR,EXP;S;False;A;KL2678;2678;C11;C;143576111732052528;True;HV5132;KL;KLM;100;PHYHS;J;1.0;2025-11-05 11:16:11+00:00;2025-11-05 12:54:48.083000+00:00;2025-11-05 11:15:59+00:00;2025-11-05 11:35:00+00:00;;;;;2025-11-05 11:51:02+00:00;;
330;333;TPA;codeshares;DEP;N;False;D;KL6108;6108;F4;F;143576111732443545;True;DL0237;KL;KLM;100;N819NW;J;2.0;;2025-11-05 11:57:20.473000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:43:13+00:00;;2025-11-05 11:15:00+00:00;2025-11-05 10:05:00+00:00;;;
EMJ;295;BGO;codeshares;ARR;S;False;A;KQ1186;1186;A4;A;143576111750679212;True;KL1164;KQ;KQA;208;PHNXC;J;2.0;2025-11-05 11:31:33+00:00;2025-11-05 14:11:36.162000+00:00;2025-11-05 11:31:15+00:00;2025-11-05 11:35:00+00:00;;;;;2025-11-05 12:16:36.704000+00:00;;
EMJ;E7W;BHX;codeshares;DEP;N;False;D;KQ1425;1425;D6;D;143576111750686981;True;KL1045;KQ;KQA;208;PHEXM;J;2.0;;2025-11-05 12:01:11.052000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:51:27+00:00;2025-11-05 11:13:00+00:00;2025-11-05 11:23:00+00:00;2025-11-05 11:08:00+00:00;;;2025-11-05 11:38:00+00:00
737;73H;LIS;codeshares;DEP;S;False;D;KQ1695;1695;D86;D;143576111750692975;True;KL1583;KQ;KQA;208;PHBCB;J;1.0;;2025-11-05 13:04:11.935000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 12:50:47+00:00;2025-11-05 11:09:00+00:00;2025-11-05 11:24:00+00:00;2025-11-05 10:39:00+00:00;;;2025-11-05 11:39:00+00:00
EMJ;E7W;FRA;codeshares;DEP;S;False;D;KQ1771;1771;B3;B;143576111750695557;True;KL1819;KQ;KQA;208;PHEXP;J;1.0;;2025-11-05 11:58:10.274000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:48:14+00:00;2025-11-05 11:10:00+00:00;2025-11-05 11:20:00+00:00;2025-11-05 11:05:00+00:00;;;
737;73H;LIS;codeshares;DEP;S;False;D;RO9307;9307;D86;D;143576112714813301;True;KL1583;RO;ROT;239;PHBCB;J;1.0;;2025-11-05 13:04:11.935000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 12:50:47+00:00;2025-11-05 11:09:00+00:00;2025-11-05 11:24:00+00:00;2025-11-05 10:39:00+00:00;;;2025-11-05 11:39:00+00:00
EMJ;E7W;FRA;codeshares;DEP;S;False;D;SK6642;6642;B3;B;143576112838212509;True;KL1819;SK;SAS;150;PHEXP;J;1.0;;2025-11-05 11:58:10.274000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:48:14+00:00;2025-11-05 11:10:00+00:00;2025-11-05 11:20:00+00:00;2025-11-05 11:05:00+00:00;;;
